areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
Prospect Heights,Brooklyn,neighborhood,,,,,,,,,,,,1225.0,,,,,,,,,,,,,,,,,,1525.0,1625.0,1525.0,1573.0,,,,,1595.0,,1650.0,1673.0,,1750.0,1750.0,1775.0,1750.0,,,,,,,1675.0,1800.0,1725.0,2017.0,1695.0,1650.0,1650.0,1695.0,1663.0,1538.0,1800.0,1950.0,1895.0,1950.0,1750.0,1725.0,1725.0,,2063.0,2107.0,,1650.0,1550.0,1550.0,1650.0,1895.0,1850.0,1825.0,1900.0,1900.0,1900.0,2151.0,2063.0,1950.0,1925.0,1948.0,2200.0,2250.0,2300.0,2300.0,2300.0,2275.0,2137.0,2000.0,1899.0,2119.0,1950.0,2300.0,2250.0,2475.0,2432.0,2450.0,1850.0,1975.0
Prospect Lefferts Gardens,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.0,1250.0,1250.0,1250.0,1286.0,1350.0,1350.0,1350.0,1325.0,1350.0,1300.0,1300.0,1350.0,1350.0,1350.0,1350.0,1350.0,1395.0,1350.0,1350.0,1400.0,1450.0,1463.0,1490.0,1450.0,1463.0,1450.0,1600.0,1595.0,1500.0,1500.0,1500.0,1662.0,1550.0,1475.0,1550.0,1475.0,1450.0,1738.0,1600.0,1500.0,1500.0,1500.0,1523.0,1500.0,1525.0,1538.0,1500.0,1550.0,1575.0,1597.0,1650.0,1725.0,1645.0,1645.0
Prospect Park,Brooklyn,submarket,1500.0,1500.0,1448.0,1400.0,1400.0,1400.0,1395.0,1395.0,1350.0,1400.0,1395.0,1395.0,1400.0,1550.0,1495.0,1600.0,1650.0,1700.0,1650.0,1600.0,1675.0,1588.0,1550.0,1600.0,1500.0,1585.0,1629.0,1675.0,1575.0,1525.0,1600.0,1600.0,1500.0,1550.0,1598.0,1711.0,1700.0,1750.0,1750.0,1800.0,1800.0,1795.0,1725.0,1750.0,1800.0,1800.0,1775.0,1800.0,1767.0,1695.0,1750.0,1750.0,1800.0,1800.0,1750.0,1799.0,1800.0,1799.0,1800.0,1750.0,1750.0,1750.0,1750.0,1750.0,1758.0,1765.0,1750.0,1738.0,1763.0,1850.0,1900.0,1800.0,1800.0,1800.0,1838.0,1800.0,1895.0,1850.0,1850.0,1800.0,1875.0,1850.0,1800.0,1800.0,1800.0,1875.0,1875.0,1884.0,1900.0,1950.0,1938.0,1900.0,2000.0,1961.0,1900.0,1850.0,1800.0,1950.0,2000.0,1995.0,1950.0,2050.0,1950.0,1995.0,1925.0,1895.0
Prospect Park South,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.0,1500.0,,1388.0,,,,1475.0,1475.0,,1470.0,1490.0,1450.0,,1350.0,1373.0,1395.0,1495.0,1498.0,1498.0,1873.0,1450.0,1450.0,1550.0,1700.0,1650.0,1600.0,1650.0,1600.0,1425.0,1675.0,,1650.0,1650.0,1675.0,1649.0,1550.0,1649.0,1550.0,1475.0,1500.0,1450.0,1575.0,1475.0,1413.0,1425.0,1550.0,1550.0,1500.0,1600.0,1600.0,1575.0,1575.0,1495.0,1550.0,1650.0
Queens,Queens,borough,1150.0,1150.0,1175.0,1175.0,955.0,985.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,1045.0,1000.0,1050.0,1050.0,1113.0,1100.0,1050.0,1100.0,1175.0,1473.0,1495.0,2170.0,2140.0,2118.0,2165.0,2120.0,2028.0,1798.0,1550.0,1675.0,1425.0,1595.0,1525.0,1575.0,1550.0,1598.0,1498.0,1699.0,1700.0,1920.0,2168.0,1990.0,1950.0,1773.0,1677.0,1714.0,1650.0,2350.0,2070.0,2395.0,2275.0,2250.0,1678.0,1500.0,1450.0,1450.0,1500.0,1500.0,1550.0,1550.0,1650.0,1700.0,1650.0,1763.0,1700.0,1600.0,1600.0,1597.0,1600.0,1600.0,1600.0,1650.0,1675.0,1675.0,1700.0,1875.0,1800.0,1800.0,1742.0,1700.0,1600.0,1600.0,1600.0,1600.0,1625.0,1600.0,1650.0,1750.0,1750.0,1700.0,1795.0,1750.0,1650.0,1650.0,1695.0,1714.0,1675.0,1675.0,1700.0,1775.0,1750.0,1700.0
Queens Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queensboro Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Hook,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,2400.0,2350.0,,2775.0,,,,,,1800.0,,,,,,
Rego Park,Queens,neighborhood,,,,1175.0,,,,,,,,,,,,,,,,,,,,,,,,1240.0,,,,,,,,,,,,,,,,,,,,,,,,1575.0,1700.0,1400.0,1500.0,1518.0,1535.0,1475.0,1450.0,1425.0,1500.0,1450.0,1550.0,1550.0,1550.0,1525.0,1375.0,1450.0,1488.0,1463.0,1450.0,1450.0,1575.0,1575.0,1595.0,1605.0,1625.0,1625.0,1668.0,2198.0,2185.0,2175.0,1713.0,2175.0,1638.0,1725.0,2170.0,1638.0,1595.0,1550.0,1563.0,1675.0,1700.0,1750.0,1550.0,1550.0,1513.0,1583.0,1524.0,1538.0,1575.0,1563.0,1638.0,1650.0,1643.0,1650.0
Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgewood,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.0,,,,2000.0,2045.0,2166.0,1650.0,1895.0
Riverdale,Bronx,neighborhood,1250.0,1250.0,1250.0,,1250.0,,,1163.0,,,,,,,,,2138.0,2138.0,1450.0,1275.0,1313.0,,,,1275.0,1300.0,,1288.0,1275.0,1275.0,1213.0,1275.0,1150.0,1150.0,1138.0,,1275.0,,,,,,1298.0,,,,,,1300.0,1350.0,1400.0,1450.0,1415.0,1350.0,1350.0,1475.0,1495.0,1495.0,1363.0,1375.0,1613.0,1600.0,1475.0,1400.0,,,1400.0,,1400.0,,1400.0,,1400.0,1363.0,1439.0,1450.0,1400.0,1425.0,1425.0,1400.0,,1437.0,1413.0,1350.0,1350.0,1399.0,1399.0,1399.0,1400.0,1400.0,1500.0,1500.0,1500.0,1500.0,1420.0,1400.0,1425.0,1500.0,1500.0,1500.0,1463.0,1525.0,1500.0,1450.0,1500.0,1450.0
Rockaway All,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.0
Roosevelt Island,Manhattan,neighborhood,,,1615.0,1695.0,,,1909.0,1892.0,1825.0,1871.0,1896.0,1892.0,1909.0,1909.0,1909.0,2008.0,,,,,,,,,,,,,,,,,,,2100.0,,2270.0,,,,,,,,,2595.0,2595.0,2645.0,,,,,,,,,,,,,,,,,,2575.0,2850.0,2775.0,2600.0,2705.0,2775.0,2630.0,2740.0,,2700.0,2725.0,,2595.0,2695.0,2788.0,2583.0,2483.0,2408.0,2459.0,2285.0,2230.0,2175.0,,2780.0,2775.0,2694.0,2524.0,2541.0,2345.0,2337.0,,2528.0,2353.0,2395.0,2570.0,2610.0,2450.0,2440.0,2150.0,2175.0,2095.0
Rosedale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuylerville,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheepshead Bay,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,1000.0,,,1000.0,,,,,,,1100.0,,1050.0,1125.0,,,,,,,1125.0,1200.0,,,1200.0,,,,,,,,,1345.0,1500.0,1500.0,1290.0,1300.0,1270.0,1275.0,,,,1200.0,,,1250.0,1225.0,1200.0,1295.0,1250.0,1275.0,1200.0,,1200.0,,,1300.0,,,,1300.0,1300.0,,1310.0,1298.0,1300.0,1350.0,1325.0,1350.0,1350.0,1363.0,1350.0,,1425.0,1375.0,1550.0,1600.0,1550.0,1550.0,1450.0,1395.0,1395.0,1500.0,1425.0,1399.0,1450.0,1450.0
Soho,Manhattan,neighborhood,3400.0,3300.0,3000.0,2500.0,2575.0,2300.0,2125.0,2100.0,2145.0,2310.0,2250.0,2325.0,2095.0,2295.0,2143.0,2143.0,2243.0,2190.0,2150.0,2300.0,2250.0,2295.0,2395.0,2395.0,2295.0,2250.0,2450.0,2400.0,2525.0,2350.0,2300.0,2448.0,2195.0,2295.0,2500.0,2450.0,2488.0,2373.0,2325.0,2448.0,2348.0,2313.0,2250.0,2325.0,2495.0,2495.0,2500.0,2450.0,2500.0,2400.0,2495.0,2425.0,2450.0,2350.0,2300.0,2350.0,2395.0,2350.0,2448.0,2495.0,2550.0,2550.0,2595.0,2595.0,2599.0,2575.0,2550.0,2495.0,2495.0,2575.0,2525.0,2550.0,2550.0,2500.0,2498.0,2500.0,2550.0,2625.0,2595.0,2500.0,2500.0,2795.0,2595.0,2495.0,2550.0,2595.0,2595.0,2600.0,2550.0,2675.0,2735.0,2785.0,2638.0,2663.0,2600.0,2580.0,2600.0,2650.0,2600.0,2598.0,2523.0,2495.0,2495.0,2523.0,2650.0,2600.0
Soundview,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Brooklyn,Brooklyn,submarket,1350.0,1395.0,1400.0,1350.0,1350.0,1350.0,1250.0,1250.0,1000.0,1050.0,1050.0,1000.0,1000.0,1050.0,1050.0,1050.0,1050.0,1250.0,1263.0,1100.0,1100.0,1095.0,1050.0,1475.0,1350.0,1200.0,1100.0,1200.0,1200.0,1200.0,1200.0,1250.0,1275.0,1113.0,1100.0,1100.0,1200.0,1250.0,1150.0,1200.0,1200.0,1200.0,1200.0,1200.0,1275.0,1300.0,1275.0,1200.0,1248.0,1275.0,1250.0,1293.0,1400.0,1400.0,1400.0,1398.0,1325.0,1300.0,1325.0,1275.0,1300.0,1290.0,1298.0,1295.0,1350.0,1325.0,1300.0,1300.0,1300.0,1350.0,1350.0,1300.0,1300.0,1375.0,1350.0,1400.0,1397.0,1425.0,1400.0,1438.0,1425.0,1425.0,1445.0,1450.0,1425.0,1450.0,1450.0,1450.0,1475.0,1495.0,1475.0,1585.0,1537.0,1500.0,1450.0,1473.0,1500.0,1500.0,1500.0,1495.0,1500.0,1575.0,1500.0,1600.0,1595.0,1531.0
South Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Queens,Queens,submarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425.0,,,,,,,,1250.0,,,1395.0,1300.0,1300.0,,,,1300.0,1350.0,,1500.0,,,1400.0,1363.0,1200.0,1238.0,1350.0,1325.0,1395.0,1373.0,,,1385.0,1400.0,1400.0,1400.0,1395.0,1387.0,1400.0,1397.0,1375.0,1450.0,1400.0,1450.0,1400.0,1475.0,1600.0,1828.0,1828.0,1569.0,1400.0,1375.0,1535.0,1450.0,1475.0,1538.0,1488.0,1475.0,1550.0
South Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Albans,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staten Island,Staten Island,borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,,1100.0,,,,,,,,,,,1175.0,1618.0,,,1775.0,1528.0,1520.0,1350.0,1445.0,1500.0,1585.0,1350.0,1400.0,1625.0,,,,,,1727.0,1671.0,1595.0,1663.0,1608.0,1608.0,1610.0,1712.0,1735.0,1695.0,1690.0,1690.0
Stuyvesant Town/PCV,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnyside,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,,,,,1438.0,1450.0,1500.0,1500.0,1450.0,1450.0,1498.0,1450.0,1450.0,1400.0,1495.0,1573.0,1675.0,1675.0,1625.0,1550.0,1550.0,1563.0,1573.0,1550.0,1512.0,1550.0,1599.0,1550.0,1625.0,1625.0,1599.0,1600.0,1600.0,1650.0,1575.0,1585.0,1575.0,1575.0,1550.0,1550.0,1595.0,1595.0,1597.0,1585.0,1563.0,1600.0,1598.0,1530.0,1500.0,1595.0,1650.0,1575.0,1525.0,1593.0,1650.0,1650.0,1650.0,1652.0,1653.0
Sunset Park,Brooklyn,neighborhood,1500.0,1500.0,1450.0,1450.0,1450.0,1425.0,1400.0,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523.0,2600.0,1900.0,1950.0,1825.0,,,2200.0,2368.0,,,2025.0,1999.0,2050.0,2050.0,2200.0,2550.0,1848.0,1950.0,1600.0,
The Rockaways,Queens,submarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.0
Throgs Neck,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribeca,Manhattan,neighborhood,4198.0,3998.0,3048.0,3295.0,2950.0,3050.0,3323.0,3295.0,3245.0,2950.0,2895.0,2998.0,3145.0,3350.0,3048.0,2995.0,3295.0,2995.0,3123.0,3050.0,3195.0,3195.0,3050.0,2850.0,3345.0,3495.0,3163.0,3125.0,3725.0,3523.0,3173.0,3250.0,2763.0,3395.0,3673.0,3895.0,4200.0,3695.0,2995.0,3245.0,2995.0,3000.0,3000.0,3148.0,3295.0,3495.0,3450.0,3295.0,3295.0,3785.0,3495.0,3295.0,3250.0,3298.0,3495.0,3350.0,3295.0,3345.0,3095.0,3300.0,3295.0,3630.0,3545.0,3813.0,3998.0,3750.0,3795.0,4050.0,3723.0,3500.0,3500.0,3498.0,3540.0,3613.0,3500.0,3590.0,3775.0,3595.0,3695.0,3725.0,3695.0,3823.0,4000.0,3698.0,3625.0,3395.0,3483.0,3188.0,3280.0,3535.0,3603.0,3448.0,3800.0,3538.0,3445.0,3445.0,3498.0,3400.0,3495.0,3615.0,3595.0,3870.0,3600.0,3990.0,4275.0,4275.0
University Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,1111.0,1039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper East Side,Manhattan,neighborhood,1750.0,1750.0,1750.0,1780.0,1800.0,1750.0,1750.0,1700.0,1750.0,1800.0,1750.0,1750.0,1750.0,1750.0,1655.0,1695.0,1700.0,1825.0,1850.0,1850.0,1900.0,1900.0,1875.0,1925.0,1875.0,1875.0,1850.0,1850.0,1850.0,1850.0,1850.0,1895.0,1895.0,1895.0,1850.0,1900.0,1900.0,1950.0,1925.0,1850.0,1895.0,1945.0,1900.0,1900.0,1895.0,1900.0,1935.0,1900.0,1875.0,1900.0,1913.0,1925.0,1900.0,1900.0,1900.0,1925.0,1900.0,1938.0,1900.0,1900.0,1900.0,1900.0,1950.0,2025.0,2075.0,2050.0,2050.0,2100.0,2125.0,2150.0,2100.0,2100.0,2098.0,2095.0,2148.0,2100.0,2100.0,2150.0,2150.0,2125.0,2135.0,2100.0,2095.0,2100.0,2095.0,2045.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2095.0,2075.0,2026.0,2075.0,2050.0,2075.0,2095.0,2100.0,2095.0,2050.0,2050.0,2099.0,2100.0,2150.0
Upper West Side,Manhattan,neighborhood,1800.0,1800.0,1795.0,1800.0,1895.0,1895.0,1800.0,1895.0,1995.0,2000.0,2000.0,1895.0,1923.0,1950.0,1950.0,1963.0,2000.0,2000.0,2000.0,2150.0,2175.0,2095.0,2050.0,2050.0,2000.0,2000.0,2000.0,2095.0,2043.0,2025.0,2150.0,2156.0,2150.0,2100.0,2156.0,2150.0,2117.0,2163.0,2150.0,2150.0,2100.0,2100.0,2100.0,2150.0,2200.0,2200.0,2150.0,2155.0,2150.0,2180.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2250.0,2200.0,2200.0,2200.0,2195.0,2200.0,2250.0,2300.0,2335.0,2328.0,2300.0,2300.0,2300.0,2300.0,2261.0,2300.0,2295.0,2300.0,2300.0,2300.0,2350.0,2399.0,2350.0,2319.0,2350.0,2350.0,2300.0,2300.0,2250.0,2299.0,2295.0,2250.0,2300.0,2300.0,2295.0,2300.0,2300.0,2275.0,2298.0,2300.0,2275.0,2299.0,2295.0,2300.0,2300.0,2295.0,2300.0,2295.0,2225.0,2250.0
Utopia,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Nest,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
