areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
Rosedale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuylerville,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheepshead Bay,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571429,,0.05263157895,,,0.2666666667,0.1176470588,0.06666666667,0.0,0.0,0.05263157895,0.1538461538,,0.08333333333,0.1111111111,0.08823529412,0.1025641026,0.05263157895,0.03846153846,0.06666666667,0.05882352941,0.1052631579,0.125,0.0,0.05,0.125,0.1,0.05,0.2173913043,0.03571428571,0.2258064516,0.1666666667,0.2156862745,0.02380952381,0.119047619,0.1707317073,0.1578947368,0.15,,,,0.06666666667,,0.1875,0.1363636364,0.2692307692,0.1428571429,0.303030303,0.1071428571,0.1818181818,0.1481481481,0.4
Soho,Manhattan,neighborhood,0.0487804878,0.1428571429,0.1153846154,0.08695652174,0.0,0.07142857143,0.24,0.1111111111,0.2068965517,0.1071428571,0.1333333333,0.08333333333,0.1304347826,0.04347826087,0.06896551724,0.08108108108,0.0,0.09302325581,0.16,0.1153846154,0.1111111111,0.1956521739,0.2553191489,0.1463414634,0.2564102564,0.06060606061,0.09677419355,0.1578947368,0.09433962264,0.09433962264,0.06666666667,0.1147540984,0.09090909091,0.1063829787,0.08888888889,0.07317073171,0.1228070175,0.04918032787,0.2463768116,0.1139240506,0.1470588235,0.1578947368,0.1014492754,0.1666666667,0.2753623188,0.2093023256,0.1351351351,0.06060606061,0.1212121212,0.1,0.1025641026,0.09803921569,0.1538461538,0.1153846154,0.2089552239,0.06349206349,0.2127659574,0.125,0.0,0.05405405405,0.08108108108,0.1388888889,0.1363636364,0.1153846154,0.2096774194,0.1940298507,0.1333333333,0.1290322581,0.06976744186,0.2790697674,0.1041666667,0.03448275862,0.05263157895,0.125,0.1458333333,0.07575757576,0.1911764706,0.1267605634,0.2134831461,0.1780821918,0.2105263158,0.1739130435,0.2253521127,0.1846153846,0.1935483871,0.1206896552,0.09803921569,0.1929824561,0.2173913043,0.08695652174,0.15,0.2025316456,0.298245614,0.21875,0.3157894737,0.1111111111,0.07692307692,0.243902439,0.09803921569,0.1272727273,0.1232876712,0.1891891892,0.1686746988,0.2888888889,0.1525423729,0.2222222222
Soundview,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Brooklyn,Brooklyn,submarket,0.02272727273,0.025,0.02857142857,0.1142857143,0.1,0.03703703704,0.03225806452,0.05714285714,0.05,0.06060606061,0.1714285714,0.1071428571,0.0,0.05714285714,0.07692307692,0.01923076923,0.03773584906,0.08928571429,0.07142857143,0.06,0.09302325581,0.1707317073,0.1020408163,0.08333333333,0.1162790698,0.08888888889,0.12,0.1224489796,0.1333333333,0.125,0.08510638298,0.07407407407,0.08771929825,0.1,0.03921568627,0.04166666667,0.1403508772,0.07692307692,0.08474576271,0.2456140351,0.08045977011,0.07894736842,0.06060606061,0.03361344538,0.1327433628,0.175,0.1504424779,0.1217391304,0.1130434783,0.07633587786,0.1185185185,0.08609271523,0.0972972973,0.1144278607,0.1361702128,0.09205020921,0.09426229508,0.1343873518,0.1886792453,0.0962962963,0.09440559441,0.1182432432,0.08223684211,0.08940397351,0.09649122807,0.1059431525,0.07216494845,0.1187335092,0.1045576408,0.1373493976,0.121761658,0.09278350515,0.1150895141,0.1169590643,0.1137566138,0.1518691589,0.1558441558,0.1157894737,0.1388888889,0.1501103753,0.1271551724,0.1840354767,0.1814345992,0.1464530892,0.1321100917,0.1815008726,0.1798780488,0.1557377049,0.1365576102,0.1639135959,0.1061728395,0.2037037037,0.2352941176,0.224852071,0.2015655577,0.2049382716,0.1824175824,0.1767151767,0.1380597015,0.1603448276,0.164652568,0.1443148688,0.08139534884,0.1761589404,0.1830985915,0.2291407223
South Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Queens,Queens,submarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.1333333333,0.3636363636,0.2857142857,,0.0,0.05555555556,,,,0.0,0.08333333333,0.0,0.1666666667,0.0,0.2272727273,0.0,0.0,0.0,0.15,0.09090909091,0.03703703704,0.04347826087,0.05263157895,0.1904761905,0.125,0.09090909091,0.07407407407,0.15625,0.03448275862,0.1,0.0625,0.125,0.05,0.05660377358,0.01351351351,0.06666666667,0.04,0.2068965517,0.09756097561,0.3461538462,0.1785714286,0.06666666667,0.2058823529,0.09523809524,0.1142857143,0.1621621622,0.04444444444,0.05660377358,0.1315789474,0.05405405405,0.1428571429
South Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Albans,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staten Island,Staten Island,borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111,0.2352941176,0.1904761905,0.1052631579,0.1,0.1764705882,0.0,0.04,0.04347826087,0.0,,0.08695652174,0.04166666667,0.15,,0.09090909091,,,,,,,0.0303030303,,0.0625,0.05882352941,,0.0625,0.07894736842,0.1351351351,0.08333333333,0.0,,,0.2,0.05263157895,0.06666666667,0.1764705882,0.1666666667,,,,0.1666666667,0.05882352941,0.1363636364,0.12,,,0.09523809524,,,0.05555555556,,0.28
Stuyvesant Town/PCV,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.5,0.4,0.05882352941,0.2222222222,,,,,,,,,0.2727272727,0.1818181818,0.5625,0.3333333333,0.652173913,0.7222222222,0.4,0.5384615385,,0.4,0.5,0.5833333333,0.5,0.5625,0.6,0.75,0.4705882353,0.5454545455,0.7333333333,,0.3333333333,0.4736842105,0.8,0.3076923077,0.3333333333,,0.6,0.4444444444,0.2380952381,0.64,0.7058823529,0.4,,0.125,,,,0.4285714286,0.8125,0.6428571429,0.9117647059,0.7105263158,0.6111111111
Sunnyside,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.0,0.1052631579,0.0,0.1052631579,,0.05882352941,0.1111111111,0.09523809524,0.1666666667,0.05882352941,0.1578947368,,,,0.0,0.1111111111,0.09090909091,0.2941176471,0.2916666667,0.2258064516,0.05263157895,0.1904761905,0.03846153846,0.1739130435,0.1428571429,0.1379310345,0.1219512195,0.1944444444,0.1304347826,0.1363636364,0.2692307692,0.1764705882,0.1538461538,0.2142857143,0.1481481481,0.1212121212,0.1923076923,0.1351351351,0.0625,0.1739130435,0.125,0.1363636364,0.25
Sunset Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,0.07692307692,,,,,,,0.06666666667,0.2,0.2307692308,,0.1764705882,0.0,0.05555555556,0.1428571429,0.1481481481,,0.0,0.1,,0.1,0.1739130435,0.2142857143,0.2093023256,0.1212121212,0.1111111111,0.1176470588,0.1578947368,0.3333333333,0.3,0.1428571429,0.125,0.2272727273,0.125,0.1698113208,0.1428571429,0.0303030303,0.1666666667,0.2692307692,0.1851851852,0.2,0.2142857143,0.2580645161,0.1621621622,0.2,0.08163265306,0.1052631579,0.1481481481,0.09615384615,0.2857142857,0.2826086957,0.137254902
The Rockaways,Queens,submarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2307692308,,,,,,,,0.06666666667,,,,,,,,,,,,,0.2,0.1428571429,0.1666666667,0.0,,,,,,,,,,,,,,,,,,0.09090909091,0.0,0.0,0.3571428571,0.125,0.05263157895,0.1176470588,0.2222222222,0.04347826087
Throgs Neck,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
Tribeca,Manhattan,neighborhood,0.1428571429,0.04109589041,0.05333333333,0.05405405405,0.075,0.08974358974,0.1578947368,0.1395348837,0.1020408163,0.09302325581,0.1025641026,,0.1111111111,0.0243902439,0.137254902,0.1632653061,0.05,0.1449275362,0.075,0.1506849315,0.186440678,0.1666666667,0.1739130435,0.03333333333,0.1818181818,0.07352941176,0.1587301587,0.1666666667,0.1756756757,0.1052631579,0.2,0.1052631579,0.2258064516,0.21875,0.1914893617,0.08888888889,0.1730769231,0.1176470588,0.1777777778,0.1090909091,0.1111111111,0.1764705882,0.1884057971,0.1571428571,0.2173913043,0.253968254,0.125,0.07692307692,0.119047619,0.07272727273,0.1492537313,0.1351351351,0.1428571429,0.1111111111,0.2,0.1034482759,0.1460674157,0.24,0.1228070175,0.1228070175,0.1587301587,0.1403508772,0.06666666667,0.15625,0.2222222222,0.130952381,0.1428571429,0.1111111111,0.1267605634,0.1842105263,0.09090909091,0.1016949153,0.1129032258,0.1641791045,0.1408450704,0.1733333333,0.2803738318,0.2272727273,0.2205882353,0.1796875,0.2464788732,0.3109243697,0.24,0.1545454545,0.1272727273,0.1481481481,0.1900826446,0.1764705882,0.1575342466,0.1621621622,0.1832061069,0.149122807,0.1964285714,0.2396694215,0.218487395,0.1313131313,0.1684210526,0.07317073171,0.164556962,0.1139240506,0.2,0.1287128713,0.1868131868,0.1616161616,0.1444444444,0.243902439
University Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Upper East Side,Manhattan,neighborhood,0.1111111111,0.046692607,0.07755102041,0.09154929577,0.08013937282,0.1163522013,0.1428571429,0.1423220974,0.140625,0.1446808511,0.1205357143,0.1098039216,0.09389671362,0.0752688172,0.06896551724,0.06930693069,0.08898305085,0.07608695652,0.1245283019,0.09578544061,0.1739130435,0.1714285714,0.1237113402,0.09677419355,0.1533333333,0.1165644172,0.14,0.1016949153,0.1659919028,0.1408450704,0.1496815287,0.1953642384,0.250965251,0.216730038,0.1466165414,0.1578947368,0.1361702128,0.1130434783,0.112033195,0.1503267974,0.1455108359,0.1063122924,0.1412103746,0.1679790026,0.204610951,0.2401129944,0.1564417178,0.1538461538,0.1318327974,0.09556313993,0.1237785016,0.1121212121,0.1364829396,0.1567695962,0.1270207852,0.156626506,0.1531531532,0.1501210654,0.1772486772,0.09463722397,0.1218130312,0.1134328358,0.1024096386,0.1083333333,0.07029478458,0.1267893661,0.1536885246,0.1772428884,0.1598173516,0.1597222222,0.1789473684,0.1492957746,0.1576086957,0.1452991453,0.1564102564,0.1841491841,0.1414913958,0.1891418564,0.2257495591,0.2433962264,0.2971311475,0.2366255144,0.1806722689,0.1415525114,0.1574279379,0.1367924528,0.1642857143,0.1431980907,0.150862069,0.1988304094,0.1903846154,0.2511627907,0.206185567,0.2493573265,0.2116402116,0.1507692308,0.159375,0.1371841155,0.1258503401,0.09281437126,0.1047381546,0.1306306306,0.125,0.1935483871,0.2215568862,0.2520547945
Upper West Side,Manhattan,neighborhood,0.1325757576,0.08235294118,0.06746031746,0.03082191781,0.04494382022,0.03956834532,0.06153846154,0.06550218341,0.118556701,0.08910891089,0.1344086022,0.09278350515,0.07291666667,0.0989010989,0.05319148936,0.05319148936,0.07111111111,0.08979591837,0.1235955056,0.1766917293,0.1390977444,0.1213235294,0.1991869919,0.1083333333,0.1739130435,0.1348837209,0.1188118812,0.145,0.13671875,0.1783216783,0.1925675676,0.2129032258,0.1557971014,0.2205323194,0.1769230769,0.1185770751,0.1235955056,0.1203007519,0.1259541985,0.1463414634,0.1234567901,0.1626506024,0.1497175141,0.1352112676,0.1861198738,0.2340425532,0.2006578947,0.1821305842,0.1634615385,0.1335616438,0.1563517915,0.07120743034,0.0904109589,0.1415525114,0.1652173913,0.1728971963,0.2578125,0.197044335,0.1419753086,0.124567474,0.1391585761,0.1151515152,0.0796460177,0.1079545455,0.1259079903,0.1789883268,0.1912878788,0.1926070039,0.1762295082,0.2477272727,0.200477327,0.1297709924,0.1530612245,0.1479591837,0.1484184915,0.1315192744,0.1203155819,0.1761658031,0.1754068716,0.2366548043,0.2419659735,0.2262626263,0.2407002188,0.1633165829,0.165394402,0.1737967914,0.1142857143,0.175257732,0.1171366594,0.1964980545,0.1635687732,0.301010101,0.3012820513,0.2898230088,0.2754820937,0.1721854305,0.1861861862,0.2025316456,0.1772575251,0.1471389646,0.1519607843,0.1674208145,0.1764705882,0.244813278,0.2906976744,0.3122065728
Utopia,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Nest,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Heights,Manhattan,neighborhood,0.05555555556,0.05405405405,0.1666666667,0.03448275862,0.1034482759,0.1538461538,0.1944444444,0.03448275862,0.05,0.28,0.2083333333,0.1764705882,0.1463414634,0.05555555556,0.03125,0.15625,0.05405405405,0.1071428571,0.04166666667,0.03846153846,,,0.06451612903,0.1052631579,0.06060606061,0.1034482759,0.1944444444,0.1333333333,0.06451612903,0.1578947368,0.1964285714,0.1935483871,0.1730769231,0.36,0.3333333333,0.07575757576,0.2112676056,0.05633802817,0.08641975309,0.09803921569,0.0625,0.2553191489,0.07291666667,0.1325301205,0.1639344262,0.1333333333,0.1612903226,0.109375,0.1846153846,0.1267605634,0.1304347826,0.1052631579,0.09,0.206185567,0.1129032258,0.1615384615,0.3014705882,0.164556962,0.2682926829,0.1675977654,0.1945945946,0.2472527473,0.103960396,0.1355140187,0.115942029,0.1685393258,0.08421052632,0.1767955801,0.1387283237,0.2678571429,0.1635220126,0.1511627907,0.2405063291,0.2655367232,0.167539267,0.1196172249,0.1278538813,0.1844262295,0.1362007168,0.2101694915,0.2533936652,0.1875,0.1106557377,0.1489361702,0.1711409396,0.1376518219,0.175,0.1336206897,0.1513944223,0.1623616236,0.1617161716,0.215,0.1986754967,0.2774566474,0.3154362416,0.2394366197,0.2111801242,0.2264150943,0.2063492063,0.1472392638,0.1658031088,0.09777777778,0.06037735849,0.1631799163,0.2258064516,0.2292490119
West Harlem,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,0.2105263158,0.03571428571,0.1052631579,,,,,0.06896551724,0.5,0.06896551724,0.1111111111,0.08695652174,0.1666666667,0.1875,0.08,0.4090909091,0.4090909091,0.36,0.1034482759,0.03846153846,0.07692307692,0.07407407407,0.08108108108,0.05405405405,0.1666666667,0.1515151515,0.1470588235,0.12,,,0.0,,,,0.0,0.2608695652,0.05882352941,0.07894736842,0.2777777778,0.14,0.2777777778,0.1176470588,,0.1428571429,0.04347826087,0.1428571429,0.04166666667,0.04347826087,0.125,0.15,0.1428571429,0.2916666667,0.2857142857,0.2777777778,0.1176470588,0.05,0.2777777778,0.07407407407,0.1891891892,0.1052631579,0.1739130435,0.0,0.170212766,0.3076923077,0.1621621622
West Village,Manhattan,neighborhood,0.1025641026,0.04255319149,0.09756097561,0.0,0.07894736842,0.05882352941,0.1,0.1666666667,0.1,0.07692307692,0.0,0.07407407407,0.1111111111,0.04545454545,0.1785714286,0.1,0.09090909091,0.1621621622,0.25,0.2553191489,0.3684210526,0.25,0.2272727273,0.2777777778,0.2380952381,0.1739130435,0.1428571429,0.03125,0.2162162162,0.1842105263,0.1272727273,0.2727272727,0.3513513514,0.2258064516,0.1724137931,0.09375,0.02777777778,0.1666666667,0.1290322581,0.1860465116,0.1818181818,0.1132075472,0.1153846154,0.3,0.2666666667,0.275,0.2962962963,0.1,0.1714285714,0.1891891892,0.08510638298,0.1481481481,0.1132075472,0.22,0.1851851852,0.2448979592,0.1707317073,0.1290322581,0.1333333333,0.03333333333,0.0,0.1333333333,0.1081081081,0.1063829787,0.1940298507,0.1764705882,0.2096774194,0.2452830189,0.1607142857,0.1509433962,0.2653061224,0.1632653061,0.1041666667,0.09090909091,0.18,0.1929824561,0.1842105263,0.07058823529,0.2027027027,0.1780821918,0.1803278689,0.3725490196,0.2380952381,0.2368421053,0.1162790698,0.1136363636,0.07142857143,0.1216216216,0.2209302326,0.1727272727,0.1304347826,0.2929292929,0.2941176471,0.2089552239,0.2978723404,0.1515151515,0.1282051282,0.1282051282,0.08571428571,0.1090909091,0.08860759494,0.09411764706,0.1515151515,0.2467532468,0.38,0.2040816327
Westchester Village,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
