areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
Gerritsen Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Oaks,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,1500.0,1500.0,,,1550.0,1600.0,1600.0,1575.0,1575.0,1600.0,1625.0,,,,,,,1600.0,,,,,,1675.0,
Gowanus,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,2150.0,,2829.0,,,,,,,,,,,,,,,,,2950.0,2450.0,3000.0,3067.0,3034.0,2975.0,2875.0,2644.0,2594.0,2450.0,2325.0,2450.0,2475.0,2500.0,2500.0,2500.0,,2500.0,2698.0,2825.0,2200.0,2300.0,2200.0,2450.0,2500.0,2500.0,2500.0,2600.0,2500.0,2575.0,2600.0,2598.0,2700.0,2800.0,2400.0,2100.0,2595.0,2600.0,2595.0,2990.0,3000.0,3037.0,2498.0,2800.0,3176.0,3000.0,2800.0,3009.0,3100.0,2644.0,2500.0,2947.0,2500.0,2773.0,2800.0,2820.0,2800.0,2880.0,2860.0,2695.0,2600.0,2934.0,2704.0,2495.0,2760.0,2965.0,2905.0,3158.0,3199.0,2725.0,2908.0
Gramercy Park,Manhattan,neighborhood,3125.0,3000.0,3000.0,3200.0,3250.0,3100.0,3225.0,3250.0,3300.0,3300.0,3400.0,3355.0,3195.0,3250.0,3200.0,3100.0,3200.0,3300.0,3250.0,3250.0,3400.0,3500.0,3495.0,3450.0,3400.0,3373.0,3398.0,3250.0,3300.0,3300.0,3200.0,3200.0,3225.0,3450.0,3473.0,3300.0,3200.0,3448.0,3500.0,3500.0,3500.0,3400.0,3400.0,3300.0,3500.0,3500.0,3500.0,3500.0,3500.0,3400.0,3448.0,3495.0,3350.0,3498.0,3323.0,3350.0,3400.0,3500.0,3499.0,3550.0,3550.0,3500.0,3150.0,3300.0,3450.0,3650.0,3595.0,3500.0,3525.0,3500.0,3400.0,3500.0,3600.0,3600.0,3800.0,3825.0,3795.0,3692.0,3785.0,3600.0,3500.0,3495.0,3200.0,3298.0,3450.0,3600.0,3539.0,3600.0,3500.0,3350.0,3395.0,3473.0,3495.0,3400.0,3300.0,3310.0,3600.0,3500.0,3450.0,3362.0,3500.0,3400.0,3400.0,3400.0,3500.0,3595.0
Gravesend,Brooklyn,neighborhood,,,,,,,,,,,,,,1220.0,,,,,,,,,,,,,,,,,,,,1238.0,1225.0,,1375.0,1363.0,1325.0,1375.0,1375.0,1375.0,1400.0,1363.0,1338.0,1388.0,1375.0,1325.0,1325.0,1425.0,1325.0,1385.0,1400.0,1400.0,1400.0,1363.0,1363.0,1400.0,1495.0,1425.0,1450.0,,1450.0,1413.0,1500.0,1513.0,1499.0,1499.0,1499.0,1300.0,1450.0,1400.0,1475.0,1500.0,1575.0,1685.0,1688.0,1600.0,1563.0,1600.0,1625.0,1600.0,1595.0,1599.0,1600.0,1600.0,1600.0,1573.0,1600.0,1650.0,1650.0,1600.0,1613.0,1600.0,1650.0,1675.0,1625.0,1650.0,1625.0,1625.0,1613.0,1600.0,1650.0,1650.0,1650.0,1650.0
Greenpoint,Brooklyn,neighborhood,2100.0,2100.0,2100.0,1995.0,2125.0,1850.0,1900.0,,2275.0,2500.0,2450.0,2450.0,2075.0,1925.0,,1800.0,1800.0,1900.0,2200.0,2200.0,1800.0,2425.0,1950.0,1825.0,2095.0,2250.0,2150.0,2125.0,2375.0,2300.0,2000.0,2150.0,2200.0,2000.0,2375.0,2400.0,2050.0,2000.0,2150.0,2175.0,2298.0,2400.0,2450.0,2400.0,2500.0,2400.0,2300.0,2350.0,2500.0,2550.0,2325.0,2400.0,2500.0,2498.0,2400.0,2588.0,2500.0,2438.0,2475.0,2300.0,2200.0,2300.0,2300.0,2500.0,2473.0,2450.0,2600.0,2500.0,2550.0,2600.0,2475.0,2363.0,2500.0,2400.0,2473.0,2550.0,2500.0,2550.0,2550.0,2385.0,2463.0,2500.0,2500.0,2498.0,2400.0,2450.0,2450.0,2499.0,2475.0,2695.0,2575.0,2500.0,2550.0,2400.0,2375.0,2350.0,2400.0,2300.0,2445.0,2300.0,2399.0,2400.0,2500.0,2630.0,2450.0,2540.0
Greenwich Village,Manhattan,neighborhood,3150.0,3200.0,2998.0,3000.0,3000.0,3250.0,3000.0,3000.0,3595.0,3700.0,3400.0,3398.0,3400.0,3400.0,3250.0,3250.0,3400.0,3200.0,3098.0,3448.0,3738.0,3595.0,3500.0,3595.0,3650.0,3450.0,3595.0,3625.0,3550.0,3400.0,3500.0,3500.0,3625.0,3548.0,3450.0,3450.0,3450.0,3595.0,3595.0,3463.0,3425.0,3500.0,3600.0,3500.0,3495.0,3600.0,3650.0,3695.0,3750.0,3800.0,3750.0,3695.0,3800.0,3498.0,3325.0,3425.0,3498.0,3750.0,3895.0,3838.0,3895.0,3793.0,3700.0,3700.0,3648.0,3500.0,3500.0,3999.0,4000.0,4195.0,4000.0,4095.0,3963.0,3773.0,3773.0,3850.0,3700.0,3700.0,3750.0,3600.0,3775.0,3950.0,3798.0,3850.0,3825.0,3895.0,3898.0,3825.0,3675.0,3550.0,3700.0,3550.0,3599.0,3663.0,3663.0,3695.0,3595.0,3750.0,3650.0,3725.0,3473.0,3695.0,3750.0,3700.0,3773.0,3875.0
Greenwood,Brooklyn,neighborhood,,,,,,,,,,,,,,1395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.0,1875.0,1875.0,1875.0,1890.0,1800.0,1725.0,1800.0,1725.0,1800.0,1763.0,1750.0,1800.0,1800.0,1825.0,1850.0,1874.0,1700.0,1700.0,1725.0,1763.0,2000.0,1963.0,1978.0,2000.0,1900.0,2000.0,2000.0,2000.0,1900.0,1950.0,2050.0,1999.0,1950.0,2000.0,2000.0,1950.0,1899.0,1900.0,1973.0,1950.0,1800.0,1950.0,1975.0,1850.0,1985.0,1975.0,1988.0,2000.0,2000.0,1973.0,1900.0,1995.0,2300.0,2400.0,2150.0,1988.0,1900.0,1975.0,1913.0,2150.0,2470.0,2100.0,2100.0,2200.0,2100.0
Hamilton Heights,Manhattan,neighborhood,1400.0,1450.0,1500.0,1498.0,1495.0,1575.0,1450.0,1398.0,1575.0,1588.0,1575.0,1595.0,1595.0,1550.0,1585.0,1593.0,1598.0,1575.0,1700.0,1700.0,2050.0,1950.0,1788.0,1750.0,1800.0,1650.0,1575.0,1600.0,1750.0,1750.0,1638.0,1695.0,1573.0,1650.0,1700.0,1699.0,1600.0,1600.0,1575.0,1573.0,1595.0,1600.0,1598.0,1750.0,1800.0,1750.0,1600.0,1600.0,1600.0,1625.0,1555.0,1750.0,1800.0,1800.0,1699.0,1700.0,1730.0,1825.0,1895.0,1800.0,1700.0,1795.0,1785.0,1700.0,1788.0,1850.0,1850.0,1850.0,1795.0,1785.0,1800.0,1795.0,1798.0,1800.0,1900.0,1850.0,1850.0,1900.0,1850.0,1850.0,1850.0,1925.0,1900.0,1899.0,1900.0,1900.0,1895.0,1900.0,1900.0,1900.0,1925.0,1900.0,1925.0,1950.0,1950.0,1995.0,1895.0,1875.0,1900.0,1925.0,2000.0,1900.0,1900.0,1898.0,1950.0,1900.0
Highbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.0,,,,,,,,,,,,,,,,,1350.0,,1495.0,,,1495.0,1495.0,,,,,,,,,,,,,,,,
Hillcrest,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollis,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Beach,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunts Point,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwood,Manhattan,neighborhood,,1235.0,1253.0,1275.0,1275.0,1250.0,1299.0,,1548.0,1450.0,1500.0,1350.0,1450.0,1525.0,1550.0,,1350.0,1350.0,1350.0,1350.0,,1450.0,1350.0,1400.0,1400.0,1413.0,1438.0,1380.0,1380.0,1375.0,1400.0,1450.0,1375.0,1300.0,1325.0,1345.0,1363.0,1350.0,1350.0,1350.0,1350.0,1473.0,1400.0,1438.0,1475.0,1450.0,1425.0,1450.0,1450.0,1475.0,1475.0,1463.0,1450.0,1463.0,1500.0,1525.0,1550.0,1538.0,1550.0,1500.0,1500.0,1500.0,1500.0,1500.0,1550.0,1595.0,1595.0,1600.0,1575.0,1625.0,1625.0,1650.0,1650.0,1650.0,1600.0,1601.0,1650.0,1663.0,1698.0,1600.0,1650.0,1645.0,1645.0,1685.0,1600.0,1600.0,1650.0,1695.0,1725.0,1725.0,1700.0,1700.0,1750.0,1750.0,1650.0,1665.0,1695.0,1700.0,1750.0,1800.0,1775.0,1800.0,1800.0,1750.0,1750.0,1750.0
Jackson Heights,Queens,neighborhood,,,,,,,,,,,,,,,,,1345.0,1350.0,1295.0,1313.0,,,,,,,,,,,1448.0,,,,,,1435.0,,1450.0,1600.0,1495.0,1500.0,1475.0,1475.0,,1498.0,1525.0,1525.0,1563.0,1600.0,1700.0,1700.0,1700.0,1700.0,1650.0,1650.0,1600.0,1700.0,1700.0,1700.0,1700.0,1700.0,1713.0,1700.0,1700.0,1700.0,1700.0,1700.0,1795.0,1725.0,1738.0,1700.0,1673.0,1695.0,1695.0,1750.0,1795.0,1800.0,1775.0,1800.0,1698.0,1750.0,1800.0,1775.0,1750.0,1750.0,1780.0,1744.0,1750.0,1750.0,1750.0,1745.0,1775.0,1750.0,1750.0,1800.0,1787.0,1800.0,1800.0,1800.0,1798.0,1800.0,1825.0,1799.0,1780.0,1800.0
Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.0,1817.0,1833.0,1875.0,1950.0,1975.0,1925.0,2239.0,1600.0,,,,,1825.0,2013.0,,1935.0,,1879.0,2000.0,2075.0,,,
Jamaica Estates,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,1599.0,,,1650.0,1650.0,,,,1573.0,,1625.0,,1675.0,,,1695.0,1625.0,1612.0,,,,,,1650.0,,,,,,,,,,,,,1822.0,1765.0,,
Jamaica Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensington,Brooklyn,neighborhood,,1638.0,,,,,,,,,,,,,,,1850.0,1700.0,1500.0,,,,1225.0,1275.0,,1350.0,1300.0,1350.0,1350.0,,,1500.0,1625.0,1690.0,,1600.0,1498.0,1425.0,,,,1500.0,1488.0,1525.0,1575.0,1695.0,1700.0,1600.0,1550.0,1600.0,1675.0,1700.0,1695.0,1700.0,1609.0,1590.0,1590.0,1713.0,1590.0,1550.0,1575.0,1700.0,1750.0,1725.0,1700.0,1684.0,1657.0,1700.0,1700.0,1724.0,1713.0,1725.0,1650.0,1650.0,1650.0,1670.0,1700.0,1775.0,1775.0,1750.0,1725.0,1700.0,1700.0,1700.0,1699.0,1700.0,1720.0,1725.0,1735.0,1730.0,1749.0,1705.0,1698.0,1695.0,1700.0,1695.0,1700.0,1750.0,1775.0,1725.0,1750.0,1700.0,1750.0,1750.0,1750.0,1750.0
Kew Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.0,1650.0,1650.0,1600.0,1575.0,,,,,,1475.0,1438.0,1500.0,,1473.0,1450.0,1425.0,1450.0,1475.0,1575.0,1450.0,1450.0,1475.0,1500.0,1513.0,1650.0,1650.0,1650.0,1700.0,1650.0,1650.0,1625.0,1650.0,1675.0,1650.0,1650.0,1750.0,1775.0,1700.0,1750.0,1838.0,1775.0,1700.0,1700.0,1700.0,1750.0,1738.0,1700.0,1800.0,1800.0,1800.0,1825.0,1800.0,1790.0,1793.0,1800.0,1800.0,1750.0,1750.0,1790.0,1800.0,1795.0,1701.0,1750.0,1800.0,1800.0,1795.0,1835.0,1800.0,1775.0,1809.0,1835.0,1800.0,1750.0,1795.0,1800.0,1775.0,1750.0,1713.0
Kew Gardens Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.0,1550.0,1550.0,1550.0,1550.0,,,,,1875.0,1800.0,,1875.0,,1875.0,,1650.0,1975.0,,1838.0,,1846.0,1700.0,1850.0,1775.0,1999.0,1700.0,1700.0,1700.0,1700.0,1700.0,,1738.0,1725.0,1725.0,1738.0,1738.0,1750.0,1800.0,1850.0,,1800.0,1800.0,1800.0,1700.0
Kingsbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,1795.0,1750.0,1773.0,,,,,,1248.0,,,,,,,1150.0,1125.0,,,,,,1163.0,,1200.0,1200.0,,1200.0,,1400.0,1325.0,1273.0,1299.0,1348.0,1375.0,1348.0,1335.0,1325.0,1300.0,1317.0,1309.0,1300.0,1300.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1375.0,1438.0,1450.0,1450.0,1500.0,1650.0,1525.0,1500.0,1500.0,1500.0,1500.0,1550.0,1550.0,1500.0,1500.0,1450.0,1499.0,1583.0,1575.0,1549.0,1500.0,1500.0,1500.0,1500.0,1550.0,1563.0,1555.0,1575.0,1555.0,1565.0,1575.0,1575.0
Laconia,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurelton,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Italy,Manhattan,neighborhood,2800.0,2548.0,2323.0,2195.0,2200.0,2200.0,2195.0,2195.0,4400.0,3995.0,2895.0,2600.0,2425.0,2350.0,2500.0,2148.0,2125.0,2100.0,2200.0,2300.0,,2450.0,2350.0,,2400.0,2000.0,,,2100.0,2198.0,2148.0,2275.0,2300.0,2225.0,2500.0,3100.0,2600.0,2600.0,2575.0,2395.0,2445.0,2300.0,2163.0,2500.0,2600.0,2700.0,2550.0,3150.0,3150.0,3200.0,2950.0,2800.0,2498.0,2700.0,2875.0,3100.0,2950.0,2395.0,2375.0,2350.0,2498.0,2498.0,2575.0,2895.0,2350.0,2375.0,2450.0,2400.0,3225.0,2413.0,2463.0,2400.0,2350.0,2550.0,2650.0,2525.0,2650.0,2650.0,2625.0,2600.0,2598.0,2498.0,2488.0,2500.0,2500.0,2499.0,2500.0,2600.0,2600.0,2650.0,2475.0,2550.0,2450.0,2400.0,2500.0,2406.0,2399.0,2350.0,2397.0,2397.0,2493.0,2490.0,2450.0,2475.0,2575.0,2625.0
Little Neck,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island City,Queens,neighborhood,2123.0,2112.0,2225.0,2301.0,2600.0,2655.0,2640.0,2633.0,2656.0,2650.0,2650.0,2580.0,2615.0,2588.0,2690.0,2750.0,2823.0,2810.0,2698.0,2800.0,2850.0,2775.0,2763.0,2675.0,2688.0,2900.0,2890.0,2930.0,2825.0,2835.0,2798.0,2810.0,2800.0,2833.0,2800.0,2750.0,2700.0,2750.0,2713.0,2855.0,2925.0,2920.0,2800.0,2795.0,2780.0,2650.0,2770.0,2765.0,2845.0,2830.0,2750.0,3000.0,2973.0,3000.0,2950.0,2933.0,2903.0,2986.0,2975.0,2988.0,3000.0,3020.0,2980.0,3000.0,2950.0,2998.0,3100.0,2995.0,3000.0,2950.0,2900.0,2930.0,2900.0,2954.0,3088.0,3100.0,3125.0,3138.0,3115.0,3035.0,2995.0,2935.0,2950.0,2934.0,3000.0,2983.0,2992.0,3040.0,3048.0,3085.0,3095.0,3115.0,3000.0,2841.0,2795.0,2800.0,2828.0,2893.0,2949.0,2933.0,3000.0,3100.0,3175.0,3212.0,3204.0,3175.0
Longwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
